Unnamed: 0,property_type,price,location,city,baths,purpose,bedrooms,Area_in_Marla
0,Flat,10000000,G-10,Islamabad,2,For Sale,2,4.0
1,Flat,6900000,E-11,Islamabad,3,For Sale,3,5.6
2,House,16500000,G-15,Islamabad,6,For Sale,5,8.0
3,House,43500000,Bani Gala,Islamabad,4,For Sale,4,40.0
4,House,7000000,DHA Defence,Islamabad,3,For Sale,3,8.0
7,Flat,7800000,E-11,Islamabad,2,For Sale,2,6.2
9,Penthouse,40000000,F-11,Islamabad,5,For Sale,5,20.0
10,Flat,35000000,Diplomatic Enclave,Islamabad,3,For Sale,3,7.1
13,Flat,13500000,DHA Defence,Islamabad,5,For Sale,3,10.0
14,Flat,3600000,E-11,Islamabad,1,For Sale,1,3.1
15,Flat,5000000,E-11,Islamabad,2,For Sale,2,4.0
16,House,19000000,DHA Defence,Islamabad,3,For Sale,3,10.0
18,House,26900000,B-17,Islamabad,6,For Sale,6,20.0
21,House,4500000,Bhara kahu,Islamabad,3,For Sale,3,5.0
24,House,4500000,Garden Town,Islamabad,4,For Sale,4,4.7
25,House,6800000,Koral Town,Islamabad,4,For Sale,4,4.0
26,House,20000000,Soan Garden,Islamabad,5,For Sale,6,12.0
27,Flat,19400000,Blue Area,Islamabad,1,For Sale,1,4.3
29,Flat,8000000,G-11,Islamabad,2,For Sale,2,6.7
30,Flat,6300000,E-11,Islamabad,3,For Sale,3,5.3
32,House,4500000,Ghauri Town,Islamabad,3,For Sale,2,5.0
33,House,12500000,I-16,Islamabad,5,For Sale,6,8.0
35,House,110000,DHA Defence,Islamabad,5,For Rent,5,20.0
36,House,600000,F-7,Islamabad,6,For Rent,6,40.0
37,Lower Portion,33000,G-15,Islamabad,2,For Rent,2,8.0
38,House,45000,Pakistan Town,Islamabad,5,For Rent,3,24.0
40,House,175000,F-7,Islamabad,4,For Rent,4,13.3
41,Lower Portion,17000,Islamabad Expressway,Islamabad,2,For Rent,2,5.0
44,Lower Portion,200000,F-6,Islamabad,3,For Rent,3,16.0
46,Lower Portion,60000,G-8,Islamabad,2,For Rent,2,9.3
48,House,40000000,Multan Road,Lahore,5,For Sale,5,20.0
51,House,21000000,Allama Iqbal Town,Lahore,5,For Sale,6,11.0
53,House,16500000,Military Accounts Housing Society,Lahore,7,For Sale,6,8.0
57,House,13500000,Eden,Lahore,4,For Sale,4,7.5
61,House,23500000,Askari,Lahore,4,For Sale,4,10.0
62,House,22500000,Bedian Road,Lahore,4,For Sale,4,20.0
64,House,39500000,Gulberg,Lahore,6,For Sale,6,10.0
65,House,27500000,Askari,Lahore,5,For Sale,4,12.0
66,House,40000000,Chaman Park,Lahore,3,For Sale,6,11.0
68,House,3200000,Chungi Amar Sadhu,Lahore,2,For Sale,3,3.0
69,House,21200000,Askari,Lahore,4,For Sale,3,10.0
70,House,23000000,Askari,Lahore,5,For Sale,4,10.0
71,House,21500000,Askari,Lahore,5,For Sale,4,10.0
72,House,21500000,Askari,Lahore,5,For Sale,4,10.0
73,House,40000000,Askari,Lahore,6,For Sale,5,20.0
74,House,26000000,Askari,Lahore,5,For Sale,4,10.0
75,House,21000000,Askari,Lahore,4,For Sale,4,10.0
76,House,23000000,Askari,Lahore,5,For Sale,4,10.0
77,House,23000000,Askari,Lahore,6,For Sale,5,10.0
80,House,5500000,Karim Park,Lahore,3,For Sale,3,2.5
82,House,12000000,Cantt,Lahore,6,For Sale,6,8.0
87,House,12000000,Al-Raheem Garden,Lahore,5,For Sale,5,6.0
88,House,40000000,EME Society,Lahore,7,For Sale,6,20.0
90,House,17000000,Mateen Avenue,Lahore,6,For Sale,5,9.7
92,House,17000000,Paragon City,Lahore,5,For Sale,5,10.0
93,House,25000000,IEP Engineers Town,Lahore,5,For Sale,4,18.0
94,House,8500000,Muslim Town,Faisalabad,5,For Sale,4,5.0
95,House,25000000,Millat Town,Faisalabad,6,For Sale,5,24.0
96,House,6000000,Raza Abad,Faisalabad,2,For Sale,4,2.5
98,House,13500000,Humak,Rawalpindi,4,For Sale,5,7.0
100,House,23000000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,6,10.0
101,House,9990000,Gulshan Abad,Rawalpindi,2,For Sale,3,10.0
102,House,22500000,Media Town,Rawalpindi,5,For Sale,5,12.0
104,House,9000000,Bahria Town Rawalpindi,Rawalpindi,4,For Sale,3,5.0
107,House,23000000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,5,12.0
108,House,39500000,Bahria Town Rawalpindi,Rawalpindi,7,For Sale,6,20.0
109,House,21000000,Bahria Town Rawalpindi,Rawalpindi,7,For Sale,5,10.0
110,House,37000000,Bahria Town Rawalpindi,Rawalpindi,5,For Sale,5,20.0
111,House,37000000,Bahria Town Rawalpindi,Rawalpindi,7,For Sale,6,20.0
112,House,37500000,Bahria Town Rawalpindi,Rawalpindi,7,For Sale,5,20.0
113,Flat,4800000,Bahria Town Rawalpindi,Rawalpindi,1,For Sale,1,3.8
114,House,35000000,Bahria Town Rawalpindi,Rawalpindi,5,For Sale,5,20.0
115,Penthouse,25000000,Bahria Town Rawalpindi,Rawalpindi,4,For Sale,4,10.0
116,Flat,7500000,Bahria Town Rawalpindi,Rawalpindi,2,For Sale,2,5.5
117,House,12800000,Bahria Town Rawalpindi,Rawalpindi,4,For Sale,4,7.0
118,House,5000000,Chakri Road,Rawalpindi,5,For Sale,6,5.0
119,House,22000000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,5,10.0
120,House,38000000,Bahria Town Rawalpindi,Rawalpindi,7,For Sale,6,20.0
121,House,18000000,Askari 14,Rawalpindi,4,For Sale,4,10.0
122,House,25000000,Askari 13,Rawalpindi,5,For Sale,4,10.0
123,House,30000000,Askari 12,Rawalpindi,6,For Sale,4,10.0
124,House,23000000,Askari 13,Rawalpindi,5,For Sale,4,10.0
126,House,32000000,Askari 14,Rawalpindi,5,For Sale,5,22.0
128,House,25000000,Askari 13,Rawalpindi,6,For Sale,5,10.0
129,House,6000000,Bahria Town Rawalpindi,Rawalpindi,2,For Sale,2,5.0
131,House,28000000,Askari 10,Rawalpindi,5,For Sale,5,10.0
132,House,5300000,Gulshan-e-Iqbal,Rawalpindi,3,For Sale,2,5.0
133,House,19900000,Shalley Valley,Rawalpindi,6,For Sale,6,10.0
134,House,15000000,Askari 13,Rawalpindi,4,For Sale,3,5.0
135,House,18000000,Askari 14,Rawalpindi,5,For Sale,4,10.0
136,House,24500000,Askari 13,Rawalpindi,5,For Sale,4,10.0
137,House,27000000,Askari 13,Rawalpindi,4,For Sale,4,10.0
138,House,18000000,Askari 13,Rawalpindi,3,For Sale,3,5.0
141,House,125000,Chaklala Scheme,Rawalpindi,5,For Rent,5,20.0
142,Upper Portion,33000,Bahria Town Rawalpindi,Rawalpindi,3,For Rent,3,10.0
143,House,110000,Bahria Town Rawalpindi,Rawalpindi,7,For Rent,6,20.0
144,House,60000,Bahria Town Rawalpindi,Rawalpindi,6,For Rent,5,10.0
145,Upper Portion,50000,Bahria Town Rawalpindi,Rawalpindi,3,For Rent,3,20.0
146,House,70000,Bahria Town Rawalpindi,Rawalpindi,5,For Rent,5,10.0
147,Flat,22000,Bahria Town Rawalpindi,Rawalpindi,2,For Rent,2,2.4
149,Flat,35000,Chandni Chowk,Rawalpindi,2,For Rent,2,4.0
150,Upper Portion,48000,Bahria Town Rawalpindi,Rawalpindi,4,For Rent,3,20.0
151,Upper Portion,50000,Chaklala Scheme,Rawalpindi,3,For Rent,3,20.0
152,Flat,30000,Askari 15,Rawalpindi,3,For Rent,3,4.4
153,Flat,25000,Bahria Town Rawalpindi,Rawalpindi,1,For Rent,1,2.2
154,House,50000,Askari 14,Rawalpindi,6,For Rent,5,10.0
155,House,48000,Askari 14,Rawalpindi,4,For Rent,3,10.0
158,Flat,21000000,DHA Defence,Karachi,3,For Sale,3,8.9
159,House,6500000,Malir,Karachi,1,For Sale,2,3.2
160,House,13000000,Gadap Town,Karachi,4,For Sale,4,9.6
161,House,32000000,DHA Defence,Karachi,4,For Sale,4,4.0
163,Flat,16500000,Gulshan-e-Iqbal Town,Karachi,4,For Sale,4,9.8
165,House,12800000,Scheme 33,Karachi,6,For Sale,5,9.6
166,Flat,30000000,Cantt,Karachi,3,For Sale,3,10.2
167,Flat,34000000,Cantt,Karachi,4,For Sale,3,11.4
172,House,17000000,Gulshan-e-Iqbal Town,Karachi,5,For Sale,4,4.8
173,Flat,12500000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,3,7.6
175,Flat,4100000,Abul Hassan Isphani Road,Karachi,2,For Sale,2,3.2
177,Flat,28000000,Cantt,Karachi,3,For Sale,3,11.4
178,Flat,32500000,Cantt,Karachi,3,For Sale,3,11.4
179,Flat,40000000,Cantt,Karachi,4,For Sale,4,13.2
194,House,19000000,Shahra-e-Faisal,Karachi,4,For Sale,4,9.6
195,Flat,7550000,Gizri,Karachi,2,For Sale,2,5.2
197,Flat,4500000,Saddar Town,Karachi,1,For Sale,2,1.3
198,Flat,6900000,Scheme 33,Karachi,3,For Sale,4,6.1
199,Flat,4500000,Gulistan-e-Jauhar,Karachi,2,For Sale,2,4.8
200,House,20000000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,2,4.8
206,Flat,35000000,DHA Defence,Karachi,3,For Sale,2,9.1
207,Flat,25000000,DHA Defence,Karachi,1,For Sale,1,6.0
210,House,120000,Cantt,Karachi,4,For Rent,4,14.0
211,House,19000,Federal B Area,Karachi,2,For Rent,3,4.8
212,House,43000,North Karachi,Karachi,3,For Rent,6,11.5
215,House,130000,Malir,Karachi,5,For Rent,5,20.0
218,House,105000,Malir,Karachi,5,For Rent,5,20.0
219,Flat,65000,DHA Defence,Karachi,3,For Rent,3,7.8
220,Lower Portion,150000,Gulshan-e-Iqbal Town,Karachi,3,For Rent,3,16.0
221,House,38800000,Emaar Canyon Views,Islamabad,4,For Sale,5,30.0
223,Flat,15500000,DHA Defence,Islamabad,4,For Sale,4,12.0
225,Flat,3200000,F-17,Islamabad,2,For Sale,2,3.7
226,House,14000000,F-17,Islamabad,6,For Sale,4,7.0
227,Flat,3965000,I-12,Islamabad,2,For Sale,2,4.2
229,Flat,7800000,F-10,Islamabad,2,For Sale,2,5.8
230,House,30000000,Bahria Town,Islamabad,7,For Sale,6,10.0
231,House,21000000,Bahria Town,Islamabad,6,For Sale,5,10.0
232,Flat,8000000,Bahria Town,Islamabad,2,For Sale,2,6.1
233,House,180000,F-10,Islamabad,6,For Rent,6,26.0
234,Upper Portion,70000,F-10,Islamabad,3,For Rent,3,20.0
236,House,140000,F-10,Islamabad,6,For Rent,5,20.0
237,Upper Portion,75000,F-10,Islamabad,3,For Rent,3,20.0
239,House,220000,F-10,Islamabad,6,For Rent,6,20.0
240,Upper Portion,40000,Bahria Town,Islamabad,3,For Rent,3,10.0
241,Upper Portion,80000,F-10,Islamabad,3,For Rent,3,20.0
244,House,240000,F-10,Islamabad,5,For Rent,5,20.0
245,House,280000,F-10,Islamabad,6,For Rent,6,20.0
247,House,190000,F-10,Islamabad,6,For Rent,6,20.0
248,Upper Portion,130000,F-11,Islamabad,4,For Rent,4,26.0
249,Upper Portion,75000,F-11,Islamabad,3,For Rent,3,20.0
250,House,350000,F-11,Islamabad,6,For Rent,6,40.0
251,House,160000,F-11,Islamabad,5,For Rent,5,20.0
252,Lower Portion,110000,F-11,Islamabad,3,For Rent,3,26.0
253,House,190000,F-11,Islamabad,5,For Rent,5,20.0
254,House,180000,F-11,Islamabad,6,For Rent,6,20.0
256,Lower Portion,100000,F-11,Islamabad,3,For Rent,3,26.0
258,Upper Portion,130000,F-8,Islamabad,2,For Rent,2,20.0
260,Flat,17000,DHA Defence,Islamabad,1,For Rent,2,4.0
261,House,110000,F-11,Islamabad,4,For Rent,4,9.3
262,Upper Portion,80000,F-11,Islamabad,3,For Rent,3,26.0
263,House,110000,E-11,Islamabad,6,For Rent,6,10.1
264,Upper Portion,75000,F-11,Islamabad,3,For Rent,3,20.0
265,Flat,33000,Askari 14,Rawalpindi,4,For Rent,3,10.0
266,House,47000,Askari 14,Rawalpindi,4,For Rent,3,10.0
267,House,55000,Askari 13,Rawalpindi,4,For Rent,3,5.0
269,House,55000,Askari 13,Rawalpindi,4,For Rent,3,5.0
270,Flat,35000,Askari 7,Rawalpindi,4,For Rent,3,10.0
271,House,17600000,Bahria Town,Lahore,6,For Sale,5,10.0
272,House,17500000,Bahria Town,Lahore,6,For Sale,5,10.0
273,House,35000000,Askari,Lahore,5,For Sale,4,17.0
274,House,22000000,Askari,Lahore,5,For Sale,4,10.0
275,House,23500000,Askari,Lahore,6,For Sale,5,10.0
276,House,41500000,Askari,Lahore,6,For Sale,5,20.0
277,House,23000000,Askari,Lahore,5,For Sale,4,10.0
279,House,20500000,Askari,Lahore,4,For Sale,3,10.0
280,House,21000000,Askari,Lahore,4,For Sale,3,10.0
281,House,19200000,Architects Engineers Housing Society,Lahore,7,For Sale,5,10.0
282,House,7700000,Paragon City,Lahore,4,For Sale,3,4.0
283,House,21500000,DHA Defence,Lahore,5,For Sale,4,10.0
284,House,11800000,Bahria Town,Lahore,4,For Sale,3,5.0
285,House,26500000,DHA Defence,Lahore,5,For Sale,4,14.0
288,House,12500000,Samanabad,Lahore,3,For Sale,2,5.5
289,House,36000000,Askari,Lahore,5,For Sale,4,17.0
290,House,36000000,DHA Defence,Lahore,6,For Sale,5,20.0
292,House,20000000,Bahria Town,Lahore,7,For Sale,5,10.0
293,House,6000000,Allama Iqbal Town,Lahore,2,For Sale,3,2.0
294,House,5500000,Allama Iqbal Town,Lahore,2,For Sale,3,2.0
296,House,35000000,DHA Defence,Lahore,6,For Sale,5,20.0
300,House,22500000,Askari,Lahore,5,For Sale,5,10.0
301,House,22500000,Askari,Lahore,5,For Sale,4,10.0
302,House,23500000,Askari,Lahore,4,For Sale,4,10.0
303,House,15500000,Allama Iqbal Town,Lahore,5,For Sale,5,8.2
304,House,37000000,Askari,Lahore,5,For Sale,4,17.0
305,House,28000000,Askari,Lahore,4,For Sale,4,12.0
306,House,23500000,Askari,Lahore,5,For Sale,4,10.0
307,House,22000000,Askari,Lahore,6,For Sale,5,10.0
309,House,21500000,Askari,Lahore,5,For Sale,4,10.0
310,House,22500000,Askari,Lahore,5,For Sale,4,10.0
314,Flat,3200000,Mozang,Lahore,2,For Sale,2,3.0
318,House,8500000,Abdullahpur,Faisalabad,3,For Sale,4,5.0
319,Flat,10500000,Askari 7,Rawalpindi,4,For Sale,3,10.0
320,House,25000000,Askari 10,Rawalpindi,4,For Sale,5,10.0
323,Flat,11500000,Askari 4,Rawalpindi,4,For Sale,3,10.0
325,Flat,9800000,Askari 3,Rawalpindi,4,For Sale,3,10.0
326,Flat,9800000,Askari 2,Rawalpindi,4,For Sale,3,10.0
327,Flat,3000000,Bahria Town Rawalpindi,Rawalpindi,1,For Sale,1,1.5
328,House,21000000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,5,10.0
330,House,22500000,Askari 7,Rawalpindi,4,For Sale,3,10.0
331,House,25000000,Westridge,Rawalpindi,4,For Sale,3,11.0
332,House,22500000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,5,10.0
333,House,40000000,Bahria Town Rawalpindi,Rawalpindi,7,For Sale,6,20.0
334,House,38000000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,5,20.0
335,Flat,10000000,Askari 1,Rawalpindi,3,For Sale,3,10.7
336,House,22500000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,5,10.0
337,House,40000000,Bahria Town Rawalpindi,Rawalpindi,7,For Sale,6,20.0
338,House,42000000,Bahria Town Rawalpindi,Rawalpindi,7,For Sale,6,20.0
339,House,58000,Askari 14,Rawalpindi,6,For Rent,5,10.0
340,House,55000,Askari 14,Rawalpindi,5,For Rent,4,10.0
342,Lower Portion,48000,Askari 7,Rawalpindi,3,For Rent,3,10.0
343,Lower Portion,29500,Bahria Town Rawalpindi,Rawalpindi,4,For Rent,3,10.0
344,House,60000,Askari 13,Rawalpindi,4,For Rent,3,10.0
345,House,70000,Askari 10,Rawalpindi,4,For Rent,5,10.7
346,Flat,30500000,DHA Defence,Karachi,1,For Sale,1,5.5
353,Flat,6000000,Bahria Town Karachi,Karachi,2,For Sale,0,4.2
356,House,20000000,Bahria Town Karachi,Karachi,3,For Sale,3,8.0
357,House,14500000,Bahria Town Karachi,Karachi,5,For Sale,5,14.0
358,Flat,22500000,DHA Defence,Karachi,3,For Sale,3,8.0
360,House,21000000,Bahria Town Karachi,Karachi,3,For Sale,3,8.0
361,Flat,8500000,Jinnah Avenue,Karachi,3,For Sale,3,8.0
363,Flat,25000000,DHA Defence,Karachi,3,For Sale,3,8.0
364,Flat,3760000,PAF Housing Scheme,Karachi,2,For Sale,2,5.2
365,Flat,30000000,Gulshan-e-Iqbal Town,Karachi,2,For Sale,3,6.7
370,Upper Portion,150000,DHA Defence,Karachi,5,For Rent,4,40.0
371,House,250000,DHA Defence,Karachi,7,For Rent,6,20.0
372,Lower Portion,70000,Malir,Karachi,3,For Rent,3,20.0
373,Flat,5000000,E-11,Islamabad,2,For Sale,2,4.0
374,Flat,3600000,E-11,Islamabad,1,For Sale,1,3.1
375,Flat,4800000,E-11,Islamabad,2,For Sale,2,4.0
376,House,14000000,G-13,Islamabad,5,For Sale,5,4.0
377,House,14500000,Ghauri Town,Islamabad,5,For Sale,4,7.0
378,House,19000000,G-11,Islamabad,5,For Sale,5,5.6
381,House,6500000,DHA Defence,Islamabad,3,For Sale,3,8.0
382,House,18500000,DHA Defence,Islamabad,4,For Sale,3,10.0
384,House,15500000,PWD Housing Scheme,Islamabad,5,For Sale,5,10.0
385,Flat,7000000,G-11,Islamabad,1,For Sale,2,4.0
388,Flat,27900000,Jinnah Avenue,Islamabad,2,For Sale,2,6.9
389,Flat,18400000,Jinnah Avenue,Islamabad,1,For Sale,1,4.3
390,Flat,27100000,Jinnah Avenue,Islamabad,2,For Sale,2,6.6
392,Flat,9900000,E-11,Islamabad,3,For Sale,3,7.6
393,House,10500000,Kuri Road,Islamabad,4,For Sale,3,8.0
394,House,14500000,G-11,Islamabad,3,For Sale,4,4.4
396,Flat,4800000,Bahria Town,Islamabad,1,For Sale,1,2.9
397,House,13000000,Pakistan Town,Islamabad,4,For Sale,4,12.0
398,Flat,12500000,Gulberg,Islamabad,2,For Sale,2,6.9
400,House,9000000,Chatha Bakhtawar,Islamabad,4,For Sale,4,5.0
402,Flat,5656000,Bahria Town,Islamabad,2,For Sale,2,3.6
403,Flat,5800000,E-11,Islamabad,2,For Sale,2,4.1
408,Flat,42000000,F-11,Islamabad,4,For Sale,4,16.4
410,Upper Portion,45000,DHA Defence,Islamabad,3,For Rent,3,20.0
411,Lower Portion,60000,DHA Defence,Islamabad,4,For Rent,3,20.0
412,House,65000,Askari 13,Rawalpindi,5,For Rent,5,10.0
414,Flat,45000,Askari 3,Rawalpindi,4,For Rent,3,10.0
415,Flat,35000,Askari 7,Rawalpindi,4,For Rent,3,10.0
416,House,47000,Askari 14,Rawalpindi,4,For Rent,3,10.0
417,House,55000,Askari 7,Rawalpindi,4,For Rent,3,10.0
419,Flat,32000,Askari 1,Rawalpindi,7,For Rent,3,10.0
421,House,85000,Askari 12,Rawalpindi,5,For Rent,5,20.0
423,House,8000000,Model Town,Lahore,3,For Sale,2,3.0
426,House,17000000,Sultan Pura,Lahore,4,For Sale,5,7.0
428,House,39500000,DHA Defence,Lahore,7,For Sale,5,20.0
429,House,16500000,Gulberg,Lahore,4,For Sale,4,5.0
430,Flat,13000000,Askari,Lahore,3,For Sale,3,10.1
437,House,34500000,Gulberg,Lahore,5,For Sale,4,14.0
441,House,30000000,T & T Aabpara Housing Society,Lahore,6,For Sale,5,20.0
442,House,42000000,DHA Defence,Lahore,6,For Sale,5,20.0
443,House,42800000,DHA Defence,Lahore,6,For Sale,5,20.0
445,House,4500000,Al Faisal Town,Lahore,3,For Sale,3,2.0
450,House,13500000,T & T Aabpara Housing Society,Lahore,5,For Sale,5,10.0
451,Flat,7000000,Askari,Lahore,2,For Sale,2,6.0
452,House,9000000,Gulshan-e-Ravi,Lahore,4,For Sale,3,3.0
454,Flat,5100000,Bahria Town,Lahore,1,For Sale,1,2.0
455,House,12500000,Bahria Town,Lahore,3,For Sale,3,8.0
456,House,12500000,Canal Garden,Lahore,3,For Sale,2,10.0
457,House,30000000,Muslim Nagar Housing Scheme,Lahore,5,For Sale,5,24.0
459,House,15500000,Tricon Village,Lahore,5,For Sale,3,10.0
460,House,17600000,Bahria Town,Lahore,6,For Sale,5,10.0
463,House,13700000,Al Faisal Town,Lahore,6,For Sale,5,13.0
465,House,34000000,PCSIR Housing Scheme,Lahore,5,For Sale,5,20.0
469,House,11500000,Pak Arab Housing Society,Lahore,4,For Sale,3,5.0
470,House,42500000,DHA Defence,Lahore,6,For Sale,5,20.0
473,House,10000000,Pak Arab Housing Society,Lahore,2,For Sale,2,5.0
474,House,11500000,Pak Arab Housing Society,Lahore,4,For Sale,3,5.0
476,House,18800000,State Life Housing Society,Lahore,5,For Sale,4,10.0
477,House,11000000,Bahria Town,Lahore,3,For Sale,3,5.0
479,House,23600000,DHA Defence,Lahore,6,For Sale,4,10.0
483,House,10900000,DHA 11 Rahbar,Lahore,4,For Sale,4,5.0
484,House,5600000,Shershah Colony - Raiwind Road,Lahore,4,For Sale,3,3.0
485,House,33000000,DHA Defence,Lahore,5,For Sale,4,10.0
486,House,29500000,DHA Defence,Lahore,5,For Sale,4,10.0
488,House,7900000,Jaranwala Road,Lahore,4,For Sale,3,10.0
490,House,8900000,Muslim Town,Faisalabad,5,For Sale,4,5.0
491,House,12500000,Wapda City,Faisalabad,5,For Sale,4,10.0
492,House,4500000,Abdullahpur,Faisalabad,3,For Sale,3,3.0
494,House,17500000,Askari 11,Rawalpindi,6,For Sale,4,10.0
495,House,23500000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,5,11.0
496,Flat,11500000,Askari 14,Rawalpindi,4,For Sale,3,10.0
497,House,13000000,Adiala Road,Rawalpindi,4,For Sale,4,20.0
498,House,10500000,Bahria Town Rawalpindi,Rawalpindi,3,For Sale,3,8.0
499,House,38000000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,5,20.0
506,Flat,11000000,Askari 14,Rawalpindi,4,For Sale,3,10.0
510,House,13000000,Al-Noor Colony,Rawalpindi,5,For Sale,5,7.0
511,House,40000000,Bahria Town Rawalpindi,Rawalpindi,7,For Sale,6,20.0
514,Flat,35100000,Cantt,Karachi,3,For Sale,3,12.2
520,House,12500000,Northern Bypass,Karachi,5,For Sale,4,11.0
521,House,9205000,Fazaia Housing Scheme,Karachi,4,For Sale,3,11.0
522,Flat,6100000,Gulshan-e-Iqbal Town,Karachi,2,For Sale,2,3.7
526,Flat,9500000,North Nazimabad,Karachi,4,For Sale,3,6.0
527,Flat,3500000,Abul Hassan Isphani Road,Karachi,3,For Sale,5,5.1
528,House,40000000,New Karachi,Karachi,5,For Sale,4,4.8
530,Flat,22000000,DHA Defence,Karachi,3,For Sale,3,8.0
533,Flat,8500000,Scheme 33,Karachi,3,For Sale,3,6.7
534,Flat,14000000,Saddar Town,Karachi,4,For Sale,4,9.0
536,Flat,4100000,North Karachi,Karachi,2,For Sale,4,3.4
537,Flat,3400000,Anda Mor Road,Karachi,2,For Sale,2,2.9
538,Penthouse,15000000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,3,7.6
539,Flat,39000000,Gulshan-e-Iqbal Town,Karachi,5,For Sale,4,9.8
540,Flat,4666000,Fazaia Housing Scheme,Karachi,2,For Sale,2,5.8
541,Flat,4848000,Scheme 33,Karachi,3,For Sale,3,3.6
543,House,40000000,Gulshan-e-Iqbal Town,Karachi,4,For Sale,3,16.0
544,House,8500000,Malir,Karachi,5,For Sale,4,4.0
548,House,7000000,North Karachi,Karachi,3,For Sale,3,3.4
549,Flat,17000000,Clifton,Karachi,3,For Sale,3,6.2
550,Flat,1700000,Lyari Town,Karachi,2,For Sale,2,3.2
